CustomerID,Age,Gender,Occupation,AnnualIncome,MaritalStatus,EducationLevel,City,CityTier,AccountType,AccountAgeMonths,AvgMonthlyBalance,CreditScore,LoanType,LoanStatus,EMI,HasCreditCard,CardUtilizationPct,PriorCampaignContacts,DaysSinceLastCampaignContact,PriorCampaignOutcome,_persona_archetype
CUST00362,35,Female,Business Owner,2933933.66,Single,Tertiary,Pune,Tier1,Current,164,560959.97,814,Home Loan,Active,44399.17,1,13.5,0,,Never Contacted,Priority Affluent
CUST00363,33,Male,Salaried,1043321.73,Single,Tertiary,Coimbatore,Tier2,Current,236,1291350.81,842,None,None,0.0,1,20.1,0,,Never Contacted,Priority Affluent
CUST00364,27,Female,Professional,3690233.16,Single,Tertiary,Bengaluru,Tier1,Salary,125,608248.49,823,None,None,0.0,1,12.7,2,465.0,Failure,Priority Affluent
CUST00365,39,Male,Salaried,175324.66,Married,Secondary,Pune,Tier1,Salary,89,8724.19,639,Personal Loan,Active,2037.09,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00366,55,Female,Professional,510554.63,Married,Primary,Kochi,Tier2,Savings,127,86786.53,770,Home Loan,Active,9171.94,1,28.2,0,,Never Contacted,Mass Salaried Regular
CUST00367,67,Female,Retired,302668.23,Married,Tertiary,Bengaluru,Tier1,Senior Citizen,178,320623.37,779,None,None,0.0,0,0.0,5,155.0,Success,Retiree Conservative
CUST00368,50,Male,Salaried,123182.66,Married,Unknown,Bhopal,Tier3,Savings,81,4960.63,679,Education Loan,Active,3068.64,0,0.0,6,683.0,Failure,Dormant Inactive
CUST00369,27,Male,Professional,588819.07,Single,Secondary,Delhi,Tier1,Current,47,76311.37,655,Personal Loan,Active,14529.2,1,32.6,0,,Never Contacted,Mass Salaried Regular
CUST00370,30,Female,Self-Employed,312896.5,Married,Primary,Nagpur,Tier2,Savings,90,14147.82,443,Home Loan,Active,3478.29,0,0.0,1,175.0,Failure,Credit Stressed
CUST00371,55,Male,Homemaker,289650.43,Married,Primary,Kolkata,Tier1,Savings,236,615741.56,804,None,None,0.0,0,0.0,0,,Never Contacted,Retiree Conservative
CUST00372,37,Male,Salaried,530887.3,Married,Secondary,Jaipur,Tier2,Salary,93,37280.63,715,Home Loan,Active,7891.81,0,0.0,2,349.0,Failure,Mass Salaried Regular
CUST00373,31,Male,Salaried,691448.59,Single,Secondary,Ranchi,Tier3,Savings,2,61499.25,733,Home Loan,Active,15890.71,1,24.8,0,,Never Contacted,Mass Salaried Regular
CUST00374,46,Male,Salaried,580188.46,Married,Secondary,Kochi,Tier2,Current,24,67959.65,722,None,None,0.0,1,30.6,0,,Never Contacted,Mass Salaried Regular
CUST00375,35,Male,Salaried,705857.46,Married,Primary,Lucknow,Tier2,Savings,109,96054.26,686,None,None,0.0,0,0.0,0,,Never Contacted,Mass Salaried Regular
CUST00376,32,Female,Salaried,513317.16,Single,Secondary,Chandigarh,Tier2,Current,145,32256.41,671,None,None,0.0,1,34.6,5,185.0,Other,Mass Salaried Regular
CUST00377,36,Male,Business Owner,1002737.71,Married,Tertiary,Ranchi,Tier3,Current,127,137310.9,715,None,None,0.0,0,0.0,0,,Never Contacted,Business Growth
CUST00378,33,Female,Student,421144.95,Single,Tertiary,Chennai,Tier1,Student,33,13127.81,643,Home Loan,Active,6745.7,0,0.0,1,182.0,Other,Young Digital
CUST00379,56,Other,Salaried,671591.1,Married,Primary,Ahmedabad,Tier2,Savings,120,38836.45,697,Home Loan,Active,10457.63,1,26.2,0,,Never Contacted,Mass Salaried Regular
CUST00380,57,Male,Retired,371534.66,Married,Tertiary,Coimbatore,Tier2,Current,91,124490.09,733,None,None,0.0,0,0.0,0,,Never Contacted,Retiree Conservative
CUST00381,20,Female,Salaried,674812.9,Single,Secondary,Bengaluru,Tier1,Savings,55,8752.13,616,Home Loan,Closed,0.0,0,0.0,0,,Never Contacted,Young Digital
CUST00382,34,Male,Business Owner,1917270.35,Single,Tertiary,Kolkata,Tier1,Current,21,260881.2,719,Home Loan,Active,20428.85,1,35.2,0,,Never Contacted,Business Growth
CUST00383,74,Female,Retired,231427.28,Married,Tertiary,Chennai,Tier1,Senior Citizen,200,353296.12,746,None,None,0.0,0,0.0,1,161.0,Failure,Retiree Conservative
CUST00384,35,Male,Salaried,265814.5,Married,Tertiary,Indore,Tier2,Savings,59,8098.08,664,Home Loan,Active,6786.21,1,21.1,0,,Never Contacted,Young Digital
CUST00385,52,Male,Salaried,325104.88,Divorced,Secondary,Coimbatore,Tier2,Savings,158,151314.6,756,None,None,0.0,1,36.4,1,119.0,Failure,Mass Salaried Regular
CUST00386,56,Male,Self-Employed,2866572.98,Married,Tertiary,Ranchi,Tier3,Salary,206,268349.88,798,Education Loan,Closed,0.0,0,0.0,0,,Never Contacted,Business Growth
CUST00387,43,Female,Salaried,171188.81,Single,Primary,Patna,Tier3,Savings,120,1475.89,609,Personal Loan,Active,4409.91,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00388,32,Female,Self-Employed,1428243.79,Married,Secondary,Bengaluru,Tier1,Current,3,90303.12,725,Home Loan,Active,25227.54,0,0.0,0,,Never Contacted,Business Growth
CUST00389,43,Female,Salaried,954372.83,Divorced,Tertiary,Pune,Tier1,Savings,204,935684.8,889,None,None,0.0,1,12.8,0,,Never Contacted,Priority Affluent
CUST00390,65,Male,Salaried,343704.61,Married,Tertiary,Pune,Tier1,Senior Citizen,141,2533.84,343,None,None,0.0,0,0.0,0,,Never Contacted,Credit Stressed
CUST00391,44,Female,Self-Employed,120000.0,Married,Unknown,Hyderabad,Tier1,Savings,178,5585.1,638,Home Loan,Closed,0.0,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00392,33,Female,Salaried,415800.64,Married,Secondary,Kolkata,Tier1,Savings,201,67379.96,687,Home Loan,Active,7637.35,1,23.2,4,165.0,Failure,Mass Salaried Regular
CUST00393,33,Female,Salaried,326747.28,Single,Secondary,Hyderabad,Tier1,Savings,234,5584.26,688,Home Loan,Active,8616.49,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00394,53,Female,Retired,290501.5,Married,Unknown,Ahmedabad,Tier2,Salary,181,4857.27,635,None,None,0.0,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00395,47,Female,Salaried,4944243.82,Married,Tertiary,Chennai,Tier1,Salary,33,600805.47,816,Home Loan,Active,94910.57,1,9.7,0,,Never Contacted,Priority Affluent
CUST00396,24,Female,Salaried,612616.51,Single,Secondary,Jaipur,Tier2,Savings,156,10599.83,651,None,None,0.0,0,0.0,1,90.0,Failure,Young Digital
CUST00397,56,Male,Salaried,256335.94,Divorced,Tertiary,Bengaluru,Tier1,Savings,211,10163.75,414,None,None,0.0,0,0.0,0,,Never Contacted,Credit Stressed
CUST00398,50,Male,Salaried,525590.98,Married,Primary,Bengaluru,Tier1,Savings,113,56887.78,727,Home Loan,Active,14344.17,0,0.0,0,,Never Contacted,Mass Salaried Regular
CUST00399,23,Male,Self-Employed,125211.21,Single,Secondary,Kolkata,Tier1,Salary,139,13021.57,737,Home Loan,Closed,0.0,1,24.3,7,354.0,Other,Young Digital
CUST00400,28,Male,Salaried,237119.38,Single,Tertiary,Ahmedabad,Tier2,Salary,66,10122.46,603,None,None,0.0,0,0.0,0,,Never Contacted,Young Digital
CUST00401,26,Female,Salaried,370329.4,Married,Secondary,Indore,Tier2,Salary,64,82919.46,783,Personal Loan,Active,7528.37,0,0.0,0,,Never Contacted,Mass Salaried Regular
CUST00402,36,Male,Self-Employed,498872.2,Divorced,Secondary,Bengaluru,Tier1,Savings,102,13800.46,455,Personal Loan,Active,13074.4,0,0.0,0,,Never Contacted,Credit Stressed
CUST00403,55,Female,Retired,327072.49,Married,Primary,Mumbai,Tier1,Salary,159,174859.09,761,None,None,0.0,0,0.0,0,,Never Contacted,Retiree Conservative
CUST00404,34,Male,Business Owner,1057184.06,Married,Tertiary,Kolkata,Tier1,Current,114,512607.4,839,None,None,0.0,1,13.9,0,,Never Contacted,Priority Affluent
CUST00405,39,Female,Self-Employed,1767116.7,Divorced,Secondary,Mumbai,Tier1,Salary,36,793233.49,751,Home Loan,Active,40871.2,0,0.0,0,,Never Contacted,Business Growth
CUST00406,44,Female,Salaried,286000.98,Divorced,Secondary,Pune,Tier1,Savings,11,118349.6,607,Personal Loan,Active,5207.33,1,75.8,0,,Never Contacted,Credit Stressed
CUST00407,29,Male,Salaried,428807.37,Single,Tertiary,Mumbai,Tier1,Salary,122,153831.43,657,Home Loan,Closed,0.0,1,32.2,0,,Never Contacted,Mass Salaried Regular
CUST00408,35,Female,Salaried,322966.79,Married,Primary,Delhi,Tier1,Savings,202,3193.39,454,None,None,0.0,1,75.0,0,,Never Contacted,Credit Stressed
CUST00409,55,Male,Professional,2215159.2,Married,Secondary,Indore,Tier2,Current,139,2490849.61,818,None,None,0.0,1,12.2,0,,Never Contacted,Priority Affluent
CUST00410,57,Female,Self-Employed,654419.71,Married,Tertiary,Pune,Tier1,Salary,197,242645.73,735,None,None,0.0,1,55.2,0,,Never Contacted,Business Growth
CUST00411,39,Male,Retired,120000.0,Single,Unknown,Ranchi,Tier3,Savings,240,1609.82,636,None,None,0.0,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00412,56,Male,Salaried,343326.03,Divorced,Primary,Kochi,Tier2,Salary,176,20903.53,720,Home Loan,Active,2366.91,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00413,49,Male,Professional,1786737.32,Married,Secondary,Nagpur,Tier2,Salary,31,701377.37,855,None,None,0.0,1,14.7,0,,Never Contacted,Priority Affluent
CUST00414,46,Female,Salaried,358434.3,Married,Secondary,Pune,Tier1,Savings,168,8730.11,466,None,None,0.0,0,0.0,0,,Never Contacted,Credit Stressed
CUST00415,43,Female,Professional,2358826.99,Single,Tertiary,Mumbai,Tier1,Salary,93,319830.62,759,Home Loan,Active,49068.0,1,10.0,0,,Never Contacted,Priority Affluent
CUST00416,25,Female,Salaried,535036.55,Single,Unknown,Hyderabad,Tier1,Current,126,139655.52,690,None,None,0.0,1,23.9,12,97.0,Other,Mass Salaried Regular
CUST00417,48,Female,Salaried,897283.29,Married,Secondary,Delhi,Tier1,Savings,47,92400.28,739,Home Loan,Active,14765.79,0,0.0,3,230.0,Failure,Mass Salaried Regular
CUST00418,59,Female,Retired,233182.11,Married,Primary,Ahmedabad,Tier2,Current,35,285984.79,702,Personal Loan,Closed,0.0,0,0.0,0,,Never Contacted,Retiree Conservative
CUST00419,50,Female,Salaried,703259.08,Married,Primary,Patna,Tier3,Savings,186,72494.66,721,Home Loan,Closed,0.0,1,42.6,0,,Never Contacted,Mass Salaried Regular
CUST00420,34,Female,Self-Employed,703953.0,Single,Tertiary,Kolkata,Tier1,Savings,214,4898.76,441,None,None,0.0,1,74.3,0,,Never Contacted,Credit Stressed
CUST00421,39,Female,Retired,123195.5,Married,Primary,Chandigarh,Tier2,Current,87,18532.78,637,Home Loan,Active,1981.05,1,16.4,0,,Never Contacted,Dormant Inactive
CUST00422,39,Female,Business Owner,3865844.76,Married,Secondary,Coimbatore,Tier2,Salary,111,319830.62,787,Home Loan,Active,77686.17,1,19.9,0,,Never Contacted,Priority Affluent
CUST00423,29,Male,Business Owner,2731418.87,Single,Tertiary,Delhi,Tier1,Savings,27,1018805.6,831,None,None,0.0,1,9.7,0,,Never Contacted,Priority Affluent
CUST00424,51,Male,Salaried,3784977.82,Married,Tertiary,Ahmedabad,Tier2,Salary,231,428644.37,816,None,None,0.0,1,17.3,0,,Never Contacted,Priority Affluent
CUST00425,41,Female,Homemaker,193103.33,Single,Unknown,Jaipur,Tier2,Savings,14,6073.97,525,None,None,0.0,0,0.0,1,188.0,Success,Dormant Inactive
CUST00426,68,Female,Retired,293215.48,Divorced,Primary,Coimbatore,Tier2,Senior Citizen,158,234863.67,800,None,None,0.0,0,0.0,0,,Never Contacted,Retiree Conservative
CUST00427,53,Male,Salaried,519146.16,Married,Secondary,Chandigarh,Tier2,Current,140,94611.25,706,None,None,0.0,0,0.0,0,,Never Contacted,Mass Salaried Regular
CUST00428,31,Female,Salaried,372320.61,Married,Secondary,Bhopal,Tier3,Salary,92,19119.71,475,None,None,0.0,1,79.4,0,,Never Contacted,Credit Stressed
CUST00429,42,Male,Business Owner,1037737.74,Married,Secondary,Coimbatore,Tier2,Salary,46,1348315.72,807,None,None,0.0,1,14.3,0,,Never Contacted,Priority Affluent
CUST00430,47,Female,Retired,120000.0,Single,Primary,Chandigarh,Tier2,Savings,191,384867.05,756,None,None,0.0,1,5.2,0,,Never Contacted,Retiree Conservative
CUST00431,49,Male,Business Owner,1107469.46,Married,Tertiary,Nagpur,Tier2,Savings,140,426532.81,793,Home Loan,Defaulted,0.0,1,33.9,0,,Never Contacted,Business Growth
CUST00432,57,Male,Retired,271878.69,Married,Primary,Chennai,Tier1,Salary,27,149971.54,724,None,None,0.0,0,0.0,0,,Never Contacted,Retiree Conservative
CUST00433,32,Male,Homemaker,134234.86,Married,Primary,Indore,Tier2,Current,136,15142.21,583,None,None,0.0,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00434,32,Male,Salaried,644486.97,Single,Secondary,Ranchi,Tier3,Current,27,5030.45,474,Home Loan,Closed,0.0,0,0.0,0,,Never Contacted,Credit Stressed
CUST00435,50,Male,Business Owner,4334909.56,Married,Secondary,Ahmedabad,Tier2,Savings,151,762185.16,803,None,None,0.0,1,15.8,0,,Never Contacted,Priority Affluent
CUST00436,31,Male,Salaried,1009327.4,Single,Unknown,Chandigarh,Tier2,Salary,197,73848.87,695,Home Loan,Active,23695.19,0,0.0,1,260.0,Failure,Mass Salaried Regular
CUST00437,55,Female,Professional,606503.64,Married,Secondary,Patna,Tier3,Savings,84,36818.5,736,Personal Loan,Closed,0.0,1,26.9,0,,Never Contacted,Mass Salaried Regular
CUST00438,32,Female,Salaried,550534.31,Married,Secondary,Hyderabad,Tier1,Current,66,29006.19,650,None,None,0.0,0,0.0,0,,Never Contacted,Young Digital
CUST00439,67,Male,Retired,181781.89,Married,Unknown,Kolkata,Tier1,Senior Citizen,170,235059.2,781,None,None,0.0,0,0.0,2,105.0,Failure,Retiree Conservative
CUST00440,28,Female,Retired,120000.0,Married,Secondary,Bhopal,Tier3,Salary,214,6843.59,707,Home Loan,Active,2735.7,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00441,53,Male,Self-Employed,312035.32,Married,Secondary,Hyderabad,Tier1,Current,86,3353.4,429,Education Loan,Active,3296.22,1,78.4,0,,Never Contacted,Credit Stressed
CUST00442,37,Male,Salaried,683412.8,Divorced,Secondary,Coimbatore,Tier2,Salary,1,45498.8,690,Personal Loan,Defaulted,0.0,1,30.9,0,,Never Contacted,Mass Salaried Regular
CUST00443,59,Male,Retired,310798.96,Married,Secondary,Mumbai,Tier1,Salary,61,124490.09,732,Personal Loan,Closed,0.0,0,0.0,0,,Never Contacted,Retiree Conservative
CUST00444,39,Female,Salaried,469887.29,Single,Secondary,Bhopal,Tier3,Current,46,47702.79,721,Home Loan,Active,11712.88,1,31.1,0,,Never Contacted,Mass Salaried Regular
CUST00445,48,Male,Professional,529196.99,Single,Secondary,Indore,Tier2,Savings,126,58275.43,705,Home Loan,Defaulted,0.0,0,0.0,0,,Never Contacted,Mass Salaried Regular
CUST00446,26,Male,Homemaker,197054.55,Married,Secondary,Kolkata,Tier1,Current,144,2335.9,629,Home Loan,Active,2328.73,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00447,54,Female,Business Owner,1258944.32,Divorced,Tertiary,Kochi,Tier2,Salary,178,801294.61,754,None,None,0.0,1,40.5,0,,Never Contacted,Business Growth
CUST00448,50,Male,Self-Employed,128294.03,Married,Primary,Hyderabad,Tier1,Savings,54,3866.65,650,None,None,0.0,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00449,31,Male,Salaried,2070535.45,Married,Secondary,Bhopal,Tier3,Savings,3,290744.56,823,Home Loan,Closed,0.0,1,8.7,0,,Never Contacted,Priority Affluent
CUST00450,43,Female,Retired,120000.0,Married,Tertiary,Ahmedabad,Tier2,Salary,111,8776.86,717,None,None,0.0,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00451,39,Male,Business Owner,6246378.42,Divorced,Tertiary,Nagpur,Tier2,Savings,182,319830.62,802,None,None,0.0,1,6.8,0,,Never Contacted,Priority Affluent
CUST00452,47,Male,Salaried,608244.51,Single,Secondary,Kochi,Tier2,Savings,3,10854.68,381,Education Loan,Active,12833.09,1,77.8,0,,Never Contacted,Credit Stressed
CUST00453,32,Female,Self-Employed,189950.26,Married,Tertiary,Lucknow,Tier2,Current,213,2629.54,621,Home Loan,Active,1295.32,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00454,39,Other,Salaried,983098.64,Single,Secondary,Hyderabad,Tier1,Salary,105,37280.63,737,Home Loan,Active,9439.9,1,33.3,0,,Never Contacted,Mass Salaried Regular
CUST00455,30,Male,Professional,2508340.78,Married,Secondary,Bengaluru,Tier1,Savings,191,298971.92,900,Home Loan,Active,59829.52,1,7.2,0,,Never Contacted,Priority Affluent
CUST00456,41,Female,Salaried,462104.66,Married,Secondary,Bhopal,Tier3,Current,85,57695.68,728,None,None,0.0,0,0.0,0,,Never Contacted,Mass Salaried Regular
CUST00457,31,Male,Business Owner,1018241.87,Married,Tertiary,Indore,Tier2,Savings,63,195173.64,772,Personal Loan,Active,14999.31,1,47.6,0,,Never Contacted,Business Growth
CUST00458,32,Female,Salaried,157646.82,Single,Secondary,Ahmedabad,Tier2,Savings,239,11956.61,616,Home Loan,Active,3387.92,0,0.0,2,315.0,Failure,Young Digital
CUST00459,56,Female,Retired,223576.8,Divorced,Secondary,Ahmedabad,Tier2,Savings,192,179942.31,769,Personal Loan,Active,4974.39,0,0.0,0,,Never Contacted,Retiree Conservative
CUST00460,55,Other,Homemaker,174356.74,Married,Primary,Ranchi,Tier3,Savings,97,6824.51,640,Home Loan,Active,3179.84,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00461,53,Female,Salaried,120000.0,Married,Primary,Patna,Tier3,Savings,166,3146.11,707,Home Loan,Active,1334.98,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00462,29,Male,Salaried,648018.65,Single,Secondary,Kolkata,Tier1,Salary,77,86459.02,731,Home Loan,Active,7189.11,1,36.6,0,,Never Contacted,Mass Salaried Regular
CUST00463,36,Female,Business Owner,1564694.1,Married,Tertiary,Jaipur,Tier2,Savings,169,242438.26,675,Home Loan,Closed,0.0,1,43.4,2,330.0,Other,Business Growth
CUST00464,58,Female,Salaried,607915.08,Single,Secondary,Hyderabad,Tier1,Salary,108,246407.31,748,Home Loan,Closed,0.0,0,0.0,0,,Never Contacted,Mass Salaried Regular
CUST00465,32,Female,Salaried,194643.82,Single,Tertiary,Ranchi,Tier3,Salary,77,4518.89,565,Home Loan,Closed,0.0,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00466,36,Female,Retired,240354.8,Single,Primary,Delhi,Tier1,Current,95,12840.77,583,Home Loan,Active,2066.75,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00467,37,Female,Retired,121663.44,Married,Tertiary,Patna,Tier3,Savings,29,21901.75,708,None,None,0.0,0,0.0,6,176.0,Failure,Dormant Inactive
CUST00468,53,Other,Business Owner,1731286.51,Divorced,Tertiary,Mumbai,Tier1,Current,20,133526.65,690,None,None,0.0,0,0.0,0,,Never Contacted,Business Growth
CUST00469,41,Male,Salaried,543937.04,Married,Tertiary,Kochi,Tier2,Savings,189,48897.34,708,None,None,0.0,1,43.7,0,,Never Contacted,Mass Salaried Regular
CUST00470,29,Male,Salaried,272560.28,Single,Secondary,Nagpur,Tier2,Salary,9,11445.18,708,Home Loan,Active,7753.72,0,0.0,9,358.0,Failure,Young Digital
CUST00471,27,Male,Professional,727719.19,Single,Tertiary,Ahmedabad,Tier2,Savings,87,310793.13,723,Home Loan,Active,12845.94,1,29.3,0,,Never Contacted,Mass Salaried Regular
CUST00472,47,Female,Salaried,280195.71,Married,Secondary,Nagpur,Tier2,Savings,115,9355.54,649,None,None,0.0,0,0.0,0,,Never Contacted,Young Digital
CUST00473,31,Male,Professional,2011516.93,Single,Tertiary,Kolkata,Tier1,Current,34,298971.92,808,None,None,0.0,1,12.2,0,,Never Contacted,Priority Affluent
CUST00474,69,Female,Salaried,423106.53,Married,Secondary,Mumbai,Tier1,Senior Citizen,202,252394.36,755,None,None,0.0,1,23.2,0,,Never Contacted,Mass Salaried Regular
CUST00475,30,Female,Salaried,706219.59,Divorced,Secondary,Lucknow,Tier2,Savings,29,32366.24,716,Home Loan,Active,8271.2,1,32.5,0,,Never Contacted,Mass Salaried Regular
CUST00476,48,Male,Professional,678580.77,Single,Secondary,Chennai,Tier1,Savings,185,24172.02,733,Personal Loan,Active,12800.43,1,25.2,0,,Never Contacted,Mass Salaried Regular
CUST00477,23,Male,Student,473638.11,Single,Secondary,Chandigarh,Tier2,Student,158,26138.5,709,None,None,0.0,0,0.0,0,,Never Contacted,Young Digital
CUST00478,28,Male,Salaried,120000.0,Married,Secondary,Indore,Tier2,Savings,120,6782.68,584,Personal Loan,Active,3308.14,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00479,54,Male,Salaried,170586.02,Married,Secondary,Indore,Tier2,Savings,115,4692.66,719,None,None,0.0,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00480,32,Male,Salaried,626192.23,Single,Tertiary,Indore,Tier2,Current,89,36818.5,695,Home Loan,Active,7555.04,1,38.8,0,,Never Contacted,Mass Salaried Regular
CUST00481,50,Male,Salaried,808878.42,Divorced,Secondary,Lucknow,Tier2,Savings,116,73077.51,700,Home Loan,Defaulted,0.0,1,22.9,0,,Never Contacted,Mass Salaried Regular
CUST00482,38,Male,Salaried,619097.99,Married,Primary,Pune,Tier1,Savings,93,42168.39,723,Home Loan,Active,16780.19,1,31.7,0,,Never Contacted,Mass Salaried Regular
CUST00483,29,Male,Salaried,137966.6,Married,Secondary,Chennai,Tier1,Salary,228,3065.65,607,Home Loan,Active,2478.97,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00484,36,Female,Salaried,490366.69,Divorced,Secondary,Pune,Tier1,Salary,107,76305.43,678,Home Loan,Closed,0.0,0,0.0,1,131.0,Failure,Mass Salaried Regular
CUST00485,38,Female,Salaried,3671221.77,Single,Unknown,Indore,Tier2,Savings,168,641398.55,900,Home Loan,Active,54431.82,1,19.8,2,185.0,Failure,Priority Affluent
CUST00486,41,Female,Salaried,656503.76,Married,Secondary,Indore,Tier2,Savings,92,58119.92,756,None,None,0.0,1,32.9,0,,Never Contacted,Mass Salaried Regular
CUST00487,19,Female,Salaried,173320.61,Single,Unknown,Chennai,Tier1,Current,156,25397.52,643,None,None,0.0,1,34.9,0,,Never Contacted,Young Digital
CUST00488,33,Female,Professional,333338.94,Married,Secondary,Mumbai,Tier1,Salary,72,56225.21,708,Home Loan,Closed,0.0,1,21.8,0,,Never Contacted,Mass Salaried Regular
CUST00489,49,Female,Self-Employed,281578.19,Married,Secondary,Bengaluru,Tier1,Savings,157,1609.82,579,Education Loan,Closed,0.0,1,12.8,0,,Never Contacted,Dormant Inactive
CUST00490,40,Male,Salaried,550647.71,Married,Secondary,Lucknow,Tier2,Current,78,11745.87,744,Home Loan,Closed,0.0,0,0.0,0,,Never Contacted,Young Digital
CUST00491,58,Female,Salaried,126016.59,Married,Primary,Chandigarh,Tier2,Savings,97,8711.68,562,None,None,0.0,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00492,56,Other,Retired,184496.07,Married,Unknown,Patna,Tier3,Savings,188,6203.71,660,None,None,0.0,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00493,55,Female,Salaried,390659.71,Single,Primary,Ahmedabad,Tier2,Salary,228,9285.73,600,Home Loan,Active,3540.43,1,9.0,0,,Never Contacted,Dormant Inactive
CUST00494,56,Female,Salaried,581803.92,Married,Primary,Bhopal,Tier3,Current,87,174216.35,715,None,None,0.0,0,0.0,0,,Never Contacted,Mass Salaried Regular
CUST00495,57,Male,Retired,496009.19,Married,Primary,Nagpur,Tier2,Salary,220,410244.76,744,None,None,0.0,1,6.4,0,,Never Contacted,Retiree Conservative
CUST00496,30,Male,Salaried,406580.93,Married,Secondary,Chennai,Tier1,Salary,183,49942.37,671,Home Loan,Active,6577.51,0,0.0,0,,Never Contacted,Young Digital
CUST00497,44,Male,Salaried,435570.12,Single,Tertiary,Kochi,Tier2,Current,186,21429.62,663,None,None,0.0,1,25.5,3,143.0,Failure,Young Digital
CUST00498,46,Female,Self-Employed,120000.0,Married,Tertiary,Pune,Tier1,Savings,240,24597.23,636,Education Loan,Active,2617.69,0,0.0,1,342.0,Failure,Dormant Inactive
CUST00499,43,Male,Salaried,419045.86,Divorced,Secondary,Mumbai,Tier1,Savings,72,70090.57,690,Home Loan,Closed,0.0,1,23.4,0,,Never Contacted,Mass Salaried Regular
CUST00500,36,Female,Salaried,162563.43,Single,Secondary,Ahmedabad,Tier2,Savings,82,14366.0,672,Home Loan,Closed,0.0,0,0.0,0,,Never Contacted,Young Digital
CUST00501,67,Male,Retired,541208.05,Married,Tertiary,Mumbai,Tier1,Senior Citizen,130,235973.54,754,None,None,0.0,1,8.9,0,,Never Contacted,Retiree Conservative
CUST00502,46,Male,Salaried,340770.38,Married,Secondary,Pune,Tier1,Savings,37,21519.31,348,Home Loan,Active,8584.55,1,77.3,0,,Never Contacted,Credit Stressed
CUST00503,32,Female,Self-Employed,3012372.95,Single,Tertiary,Chennai,Tier1,Savings,189,141762.12,751,None,None,0.0,0,0.0,0,,Never Contacted,Business Growth
CUST00504,36,Female,Student,329881.64,Married,Secondary,Patna,Tier3,Student,102,4440.74,697,Home Loan,Active,4781.2,0,0.0,0,,Never Contacted,Young Digital
CUST00505,24,Male,Salaried,293910.41,Married,Secondary,Jaipur,Tier2,Salary,153,20173.99,659,Home Loan,Defaulted,0.0,0,0.0,2,80.0,Success,Young Digital
CUST00506,61,Male,Homemaker,380980.91,Married,Secondary,Delhi,Tier1,Senior Citizen,211,158672.29,726,Home Loan,Closed,0.0,0,0.0,0,,Never Contacted,Retiree Conservative
CUST00507,40,Male,Salaried,342702.13,Married,Tertiary,Nagpur,Tier2,Savings,206,65546.29,702,None,None,0.0,1,22.7,0,,Never Contacted,Mass Salaried Regular
CUST00508,30,Female,Salaried,397553.59,Married,Tertiary,Chandigarh,Tier2,Savings,23,6529.75,554,None,None,0.0,1,69.3,1,80.0,Success,Credit Stressed
CUST00509,26,Male,Salaried,338313.11,Single,Unknown,Ranchi,Tier3,Salary,146,19165.59,669,None,None,0.0,0,0.0,0,,Never Contacted,Young Digital
CUST00510,40,Male,Business Owner,1764204.45,Married,Tertiary,Ranchi,Tier3,Savings,104,510551.5,892,None,None,0.0,1,10.7,0,,Never Contacted,Priority Affluent
CUST00511,33,Female,Business Owner,4067389.89,Married,Tertiary,Delhi,Tier1,Savings,62,822343.53,712,None,None,0.0,1,12.7,0,,Never Contacted,Priority Affluent
CUST00512,25,Male,Salaried,574111.37,Married,Secondary,Lucknow,Tier2,Savings,164,6015.2,416,Home Loan,Active,7202.19,0,0.0,0,,Never Contacted,Credit Stressed
CUST00513,39,Female,Professional,3492872.7,Married,Tertiary,Kolkata,Tier1,Savings,168,787926.2,776,Home Loan,Active,37767.53,1,8.2,0,,Never Contacted,Priority Affluent
CUST00514,45,Male,Salaried,644455.52,Married,Secondary,Lucknow,Tier2,Salary,128,37280.63,723,Education Loan,Active,14569.51,1,30.3,0,,Never Contacted,Mass Salaried Regular
CUST00515,30,Female,Salaried,557870.14,Single,Tertiary,Indore,Tier2,Current,36,89911.95,772,Education Loan,Active,8224.99,0,0.0,0,,Never Contacted,Mass Salaried Regular
